5
140
33
33
2	69	-11.6324228	-50.6881864
2	70	-14.6555572	-57.4500233
1	71	-3.2535656	-52.2512751
1	72	-1.9264837	-50.0575618
1	73	-6.114761	-50.0031573
1	74	-1.3820615	-48.4797114
1	75	-4.245743	-56.0090351
1	76	-5.3715158	-49.1389502
1	77	-2.4248295	-54.788432
1	78	-0.8882582	-52.6017391
1	79	-1.7437677	-52.2391153
1	80	-1.4853424	-56.3925788
3	81	-7.1460091	-34.9509651
3	82	-7.2688784	-35.8962093
3	83	-3.8546145	-32.426574
3	84	-8.1259315	-34.9262041
3	85	-9.3666171	-40.5678849
3	86	-2.895248	-41.7319862
3	87	-5.0602519	-42.8258343
5	88	-25.5327132	-49.1746698
5	89	-25.5977089	-54.4907019
5	90	-25.1883093	-50.1440366
5	91	-25.00083	-53.5042267
5	92	-23.0917253	-52.4913833
5	93	-23.6908668	-52.6593594
5	94	-23.3285795	-51.1401779
5	95	-24.0806196	-54.189057
5	96	-26.2289857	-51.0705615
5	97	-26.0596151	-53.0683765
5	98	-24.4145219	-53.2642037
5	99	-23.4797333	-52.0143945
5	100	-25.3877091	-51.5214791
5	101	-24.3230611	-50.655284
4	102	-22.805265	-43.258818
4	103	-21.7026673	-41.3094366
4	104	-22.9259092	-42.0814485
4	105	-22.3426553	-41.7636336
3	106	-5.7688818	-35.3682608
1	107	-11.4909375	-61.4520854
1	108	-8.7141715	-63.9005624
1	109	-10.8746595	-61.8509449
1	110	-12.6897785	-60.1026763
1	111	2.8443151	-60.6974832
5	112	-31.3885332	-54.1145485
5	113	-29.1949191	-51.1891189
5	114	-28.2420149	-52.3319478
5	115	-27.9060155	-54.521942
5	116	-32.0827296	-52.1642901
5	117	-29.7839952	-57.0378893
5	118	-29.9934732	-51.1775698
5	119	-29.7083568	-53.7026926
5	120	-28.6500277	-56.0317629
5	121	-27.670118	-48.5481544
5	122	-26.2241667	-48.8038554
5	123	-26.8792127	-48.65223
5	124	-28.6767653	-49.0685338
5	125	-27.1320134	-52.6626863
3	126	-10.9869886	-37.074811
4	127	-21.80552	-48.1422733
4	128	-22.1659922	-49.0743584
4	129	-20.5806862	-48.6023377
4	130	-23.6273246	-46.6587729
4	131	-21.1375908	-50.4281713
4	132	-22.1969746	-49.9322012
4	133	-21.1391642	-47.7787595
4	134	-22.1783402	-51.4198512
4	135	-20.8123833	-49.4070988
4	136	-23.2253043	-45.8637649
4	137	-20.5846494	-47.3839619
4	138	-23.008205	-47.1397572
1	139	-7.2320626	-48.2448862
1	140	-10.2956593	-48.360297
3	3	-9.5148414	-35.794605
1	7	-3.035842	-60.0485136
3	19	-12.9110925	-38.3334298
3	24	-16.440926	-39.0821227
3	34	-3.7771555	-38.5352853
2	35	-15.8697369	-47.9194235
4	36	-20.2576489	-40.2857233
2	39	-16.6323026	-49.2185338
3	40	-2.5836385	-44.2384029
4	49	-19.634099	-43.9675847
4	50	-18.8896085	-48.2329403
2	53	-20.4686937	-54.676312
2	63	-15.6530786	-56.1194574
1	74	-1.3820615	-48.4797114
3	81	-7.1460091	-34.9509651
3	84	-8.1259315	-34.9262041
3	87	-5.0602519	-42.8258343
5	88	-25.5327132	-49.1746698
5	89	-25.5977089	-54.4907019
5	94	-23.3285795	-51.1401779
5	99	-23.4797333	-52.0143945
4	102	-22.805265	-43.258818
3	106	-5.7688818	-35.3682608
1	108	-8.7141715	-63.9005624
5	118	-29.9934732	-51.1775698
5	119	-29.7083568	-53.7026926
5	121	-27.670118	-48.5481544
5	123	-26.8792127	-48.65223
4	130	-23.6273246	-46.6587729
4	133	-21.1391642	-47.7787595
4	135	-20.8123833	-49.4070988
4	138	-23.008205	-47.1397572
1	140	-10.2956593	-48.360297
3	3	-9.5148414	-35.794605
1	7	-3.035842	-60.0485136
3	19	-12.9110925	-38.3334298
3	24	-16.440926	-39.0821227
3	34	-3.7771555	-38.5352853
2	35	-15.8697369	-47.9194235
4	36	-20.2576489	-40.2857233
2	39	-16.6323026	-49.2185338
3	40	-2.5836385	-44.2384029
4	49	-19.634099	-43.9675847
4	50	-18.8896085	-48.2329403
2	53	-20.4686937	-54.676312
2	63	-15.6530786	-56.1194574
1	74	-1.3820615	-48.4797114
3	81	-7.1460091	-34.9509651
3	84	-8.1259315	-34.9262041
3	87	-5.0602519	-42.8258343
5	88	-25.5327132	-49.1746698
5	89	-25.5977089	-54.4907019
5	94	-23.3285795	-51.1401779
5	99	-23.4797333	-52.0143945
4	102	-22.805265	-43.258818
3	106	-5.7688818	-35.3682608
1	108	-8.7141715	-63.9005624
5	118	-29.9934732	-51.1775698
5	119	-29.7083568	-53.7026926
5	121	-27.670118	-48.5481544
5	123	-26.8792127	-48.65223
4	130	-23.6273246	-46.6587729
4	133	-21.1391642	-47.7787595
4	135	-20.8123833	-49.4070988
4	138	-23.008205	-47.1397572
1	140	-10.2956593	-48.360297

0.0000	40.7732	0.0000	0.0001	0.0127	0.0705	0.1365	14.2377	0.0219	0.0021	0.0001	0.0000	0.0021	2.8405	0.0663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0093	2.1531	0.0367	0.0011	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1365	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1365	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
40.7732	0.0000	0.0000	0.2617	0.9304	1.9821	69.3657	99.4358	27.4005	0.6928	0.0436	0.0055	0.0231	7.8114	8.3230	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0066	0.0000	0.0013	0.0000	0.0053	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0008	0.0121	0.0043	0.0018	0.0003	0.1996	0.0007	0.0345	0.0009	0.0945	0.4803	0.6768	0.0825	0.0646	0.0048	0.1070	0.0250	0.0006	0.5451	0.0006	0.0001	0.0013	0.0007	0.0107	0.0003	0.0075	0.0000	0.0000	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0001	0.0001	0.0002	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	53.5218	6809.6598	199.9499	6.8433	0.0186	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0014	0.0001	0.0001	0.0001	0.0002	0.0002	0.0000	0.0000	0.0004	0.0001	0.0003	0.0000	69.3657	0.0000	0.0000	0.0000	0.0066	0.0000	0.0053	0.0000	0.0000	0.0002	0.0121	0.6768	0.0007	0.0000	0.0000	0.0000	0.0001	0.0000	0.0002	0.0001	0.0000	0.0000	6809.6598	0.0000	0.0000	0.0000	0.0000	0.0014	0.0001	0.0002	0.0004	0.0003	0.0000	69.3657	0.0000	0.0000	0.0000	0.0066	0.0000	0.0053	0.0000	0.0000	0.0002	0.0121	0.6768	0.0007	0.0000	0.0000	0.0000	0.0001	0.0000	0.0002	0.0001	0.0000	0.0000	6809.6598	0.0000	0.0000	0.0000	0.0000	0.0014	0.0001	0.0002	0.0004	0.0003	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0227	11288.2819	758.6729	4004732.8735	9477.4601	22130.2133	994121.0448	0.0000	711.1656	709.7300	59515.1546	1854.7304	67643.4541	163.4044	825.4859	58764.6361	505074.6110	4236.5703	339305.4891	406.1495	635.8392	0.1632	0.5397	21.6731	988.0729	32.7538	10.0658	92.0998	4.5191	0.2430	313.5278	21.7825	1.0863	813.1991	2.8115	97.0473	0.0000	0.0018	0.0000	0.0002	0.0074	0.0000	0.0058	0.0001	0.0087	0.0000	0.0000	0.0029	0.0002	0.0005	0.0007	0.0007	0.0020	0.1937	0.0001	0.0076	0.0665	1.9998	15.9029	0.0001	2.6835	0.0007	0.0000	0.0003	0.0000	0.0000	0.0000	0.2791	0.0000	168658.3789	238.2458	12482.3967	0.0880	0.0000	0.0015	0.0001	0.0005	0.0003	0.0125	0.0000	0.0005	0.0001	0.0000	0.0020	0.0002	0.0012	378.2222	26.7888	1.0146	3.7626	1458515.2280	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0001	0.0000	0.0000	0.0000	0.0007	0.0001	0.0000	0.0014	0.0058	0.0080	0.0004	0.0002	0.0000	0.3329	0.1419	0.1201	87.6154	0.0329	0.0418	1.2932	0.0071	0.2393	3.5064	0.6293	14.2387	9.0805	16.0287	0.0000	0.0002	4004732.8735	711.1656	339305.4891	406.1495	635.8392	21.6731	988.0729	813.1991	2.8115	0.0018	0.0029	15.9029	0.0000	0.0000	12482.3967	0.0880	0.0000	0.0125	0.0020	378.2222	1458515.2280	0.0000	0.0007	0.0001	0.0014	0.0080	87.6154	1.2932	0.2393	14.2387	16.0287	0.0000	0.0002	4004732.8735	711.1656	339305.4891	406.1495	635.8392	21.6731	988.0729	813.1991	2.8115	0.0018	0.0029	15.9029	0.0000	0.0000	12482.3967	0.0880	0.0000	0.0125	0.0020	378.2222	1458515.2280	0.0000	0.0007	0.0001	0.0014	0.0080	87.6154	1.2932	0.2393	14.2387	16.0287	
0.0001	0.2617	0.0000	0.0000	0.0009	0.0017	793.3875	0.0012	0.1279	0.0015	2.3935	0.3322	0.0002	0.0006	0.3167	0.0141	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0462	0.0000	0.0023	0.0002	0.0220	0.0010	0.0104	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0004	0.0000	0.0000	0.0019	0.0002	0.0001	0.0001	0.0178	0.0020	0.0667	0.0069	0.5195	1.1072	0.4325	2.2729	0.5368	0.0073	0.5783	0.0195	0.0146	0.2823	0.0655	0.0069	0.1375	0.0795	1.1243	0.0319	0.6457	0.0005	0.0022	0.0776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.4914	67.1645	18.3942	1.4803	0.0330	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010	0.0001	0.0000	0.0001	0.0001	0.0001	0.0000	0.0000	0.0003	0.0111	0.0128	0.0000	793.3875	0.0000	0.0000	0.0000	0.0462	0.0000	0.0220	0.0010	0.0001	0.0004	0.0019	0.4325	0.0795	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	67.1645	0.0000	0.0000	0.0000	0.0000	0.0010	0.0001	0.0001	0.0003	0.0128	0.0000	793.3875	0.0000	0.0000	0.0000	0.0462	0.0000	0.0220	0.0010	0.0001	0.0004	0.0019	0.4325	0.0795	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	67.1645	0.0000	0.0000	0.0000	0.0000	0.0010	0.0001	0.0001	0.0003	0.0128	
0.0127	0.9304	0.0000	0.0009	0.0000	0.0000	2.8962	0.1549	0.0740	0.0000	0.0010	0.0001	0.0067	0.2067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0002	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0063	3.2057	0.0300	0.0007	0.0037	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.8962	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.2057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.8962	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.2057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0705	1.9821	0.0000	0.0017	0.0000	0.0000	9.3020	0.7072	0.1185	0.0000	0.0029	0.0004	0.0862	0.0000	5.9660	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0002	0.0001	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0005	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0101	5.1057	0.0480	0.0011	0.0251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.1057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.1057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.1365	69.3657	0.0002	793.3875	2.8962	9.3020	0.0000	1.7223	59.8509	2.2487	0.0000	9505.2263	7.9364	2.6733	3934.8765	292.9109	0.0000	0.1071	0.0017	0.0006	0.0021	0.0009	0.0003	0.0000	0.0000	0.0001	0.0023	0.0005	0.0004	0.0005	0.0009	0.0034	0.0006	0.0173	4.3995	0.0001	0.1130	0.0107	1.5849	4.3623	18.0594	0.0006	0.0001	0.0006	0.0011	0.0032	0.0001	0.0012	0.0124	0.0230	0.0002	0.0011	0.0563	0.0063	0.0041	0.0044	0.4377	0.0989	2.3021	0.4986	16.8586	29.0592	13.2471	150.3599	25.7764	0.2850	24.7519	0.6702	2.1911	7.7668	390.4164	57.2250	178.7638	674.4116	5795.6253	58.5003	10454.7791	11.0474	28.6735	3982.1035	0.0000	0.0002	0.0000	0.0003	0.0048	0.0070	0.5709	0.0007	0.0001	0.0000	0.0001	0.0003	0.0002	0.0016	0.0001	0.0000	0.0001	0.0000	0.0007	0.0000	0.0001	0.0033	0.0000	0.0000	0.0000	0.0001	160.0115	9241.9981	613.0100	36.6473	8258.1820	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0014	0.0018	0.0012	0.0472	0.0032	0.0016	0.0037	0.0018	0.0066	0.0007	0.0011	0.0143	9.9554	4.0093	0.0002	0.0000	0.0017	0.0000	0.0173	4.3995	0.0001	1.5849	4.3623	0.0124	0.0230	0.0563	13.2471	674.4116	0.0000	0.0003	0.5709	0.0007	0.0001	0.0016	0.0007	0.0033	0.0001	9241.9981	0.0000	0.0000	0.0000	0.0000	0.0472	0.0037	0.0066	0.0143	4.0093	0.0002	0.0000	0.0017	0.0000	0.0173	4.3995	0.0001	1.5849	4.3623	0.0124	0.0230	0.0563	13.2471	674.4116	0.0000	0.0003	0.5709	0.0007	0.0001	0.0016	0.0007	0.0033	0.0001	9241.9981	0.0000	0.0000	0.0000	0.0000	0.0472	0.0037	0.0066	0.0143	4.0093	
14.2377	99.4358	0.0000	0.0012	0.1549	0.7072	1.7223	0.0000	0.2211	0.0259	0.0006	0.0001	0.0120	0.0000	0.7871	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0005	0.0004	0.0002	0.0001	0.0000	0.0001	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0462	16.4170	0.2000	0.0051	0.0024	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7223	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.4170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7223	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.4170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0219	27.4005	0.0000	0.1279	0.0740	0.1185	59.8509	0.2211	0.0000	0.0000	0.0355	0.0045	0.0029	0.0767	3.2270	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0029	0.0000	0.0017	0.0001	0.0095	0.0386	0.0190	0.0157	0.0066	0.0002	0.0088	0.0007	0.0001	0.0159	0.0004	0.0000	0.0006	0.0005	0.0075	0.0001	0.0058	0.0000	0.0000	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0080	0.0000	9.5774	0.2161	0.0110	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	59.8509	0.0000	0.0000	0.0000	0.0005	0.0000	0.0003	0.0000	0.0000	0.0000	0.0001	0.0190	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	59.8509	0.0000	0.0000	0.0000	0.0005	0.0000	0.0003	0.0000	0.0000	0.0000	0.0001	0.0190	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	
